Rang,Reseau,Station,Trafic,Ligne de correspondances RATP,Ville,Arrondissement pour Paris
1,Metro,GARE DU NORD,48 146 629,4,5,0,0,0,Paris,10
2,Metro,SAINT-LAZARE ,46 790 941,3,9,12,13,14,Paris,08
3,Metro,GARE DE LYON ,34 523 049,1,14,A,Paris,12
4,Metro,MONTPARNASSE-BIENVENUE,31 152 275,4,6,12,13,0,Paris,14
5,Metro,GARE DE L'EST,19 671 320,4,5,7,0,0,Paris,10
6,Metro,REPUBLIQUE,17 095 806,3,5,8,9,11,Paris,11
7,Metro,BIBLIOTHEQUE,15 826 727,14,0,0,0,0,Paris,13
8,Metro,CHATELET,14 440 964,1,4,7,11,14,Paris,01
9,Metro,LA DEFENSE,13 853 216,1,0,0,0,0,Puteaux
10,Metro,LES HALLES,13 113 834,4,0,0,0,0,Paris,01
11,Metro,HOTEL DE VILLE,12 760 823,1,11,0,0,0,Paris,04
12,Metro,FRANKLIN D. ROOSEVELT,12 640 577,1,9,0,0,0,Paris,08
13,Metro,BASTILLE,12 517 181,1,5,8,0,0,Paris,12
14,Metro,OPERA,12 389 715,3,7,8,0,0,Paris,09
15,Metro,PLACE D'ITALIE,12 168 442,5,6,7,0,0,Paris,13
16,Metro,BELLEVILLE,11 794 952,2,11,0,0,0,Paris,10
17,Metro,PORTE D'ORLEANS,9 598 097,4,0,0,0,0,Paris,14
18,Metro,PALAIS-ROYAL,9 559 535,1,7,0,0,0,Paris,01
19,Metro,NATION,9 481 963,1,2,6,9,0,Paris,12
20,Metro,BARBES-ROCHECHOUART,9 323 474,2,4,0,0,0,Paris,18
21,Metro,PLACE CLICHY,9 255 747,2,13,0,0,0,Paris,17
22,Metro,SAINT-MICHEL,9 159 024,4,0,0,0,0,Paris,05
23,Metro,GARE D'AUSTERLITZ,9 063 260,5,10,0,0,0,Paris,13
24,Metro,PORTE DE CLIGNANCOURT,9 000 298,4,0,0,0,0,Paris,18
25,Metro,CHARLES DE GAULLE-ETOILE,8 980 015,1,2,6,0,0,Paris,08
26,Metro,PORTE MAILLOT,8 852 329,1,0,0,0,0,Paris,16
27,Metro,ESPLANADE DE LA DEFENSE,8 721 277,1,0,0,0,0,Puteaux
28,Metro,TROCADERO,8 455 619,6,9,0,0,0,Paris,16
29,Metro,HAVRE-CAUMARTIN,8 343 415,3,9,0,0,0,Paris,09
30,Metro,LA MOTTE-PICQUET-GRENELLE,8 099 346,6,8,10,0,0,Paris,15
31,Metro,BIR-HAKEIM,7 825 821,6,0,0,0,0,Paris,15
32,Metro,CHAUSSEE D'ANTIN-LA FAYETTE,7 778 782,7,9,0,0,0,Paris,09
33,Metro,GAMBETTA,7 576 845,3,3bis,0,0,0,Paris,20
34,Metro,MADELEINE,7 412 746,8,12,14,0,0,Paris,08
35,Metro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7 356 008,7,0,0,0,0,Aubervilliers
36,Metro,STRASBOURG-SAINT-DENIS,7 346 063,4,8,9,0,0,Paris,02
37,Metro,OLYMPIADES,7 245 724,14,0,0,0,0,Paris,13
38,Metro,CRIMEE,7 183 997,7,0,0,0,0,Paris,19
39,Metro,INVALIDES,6 931 062,8,13,0,0,0,Paris,07
40,Metro,STALINGRAD,6 906 194,2,5,7,0,0,Paris,19
41,Metro,LA CHAPELLE,6 903 632,2,0,0,0,0,Paris,09
42,Metro,MAIRIE DE CLICHY,6 892 451,13,0,0,0,0,Clichy
43,Metro,CONCORDE,6 866 631,1,8,12,0,0,Paris,08
44,Metro,GRANDS BOULEVARDS,6 826 718,8,9,0,0,0,Paris,09
45,Metro,CHATEAU ROUGE,6 798 017,4,0,0,0,0,Paris,18
46,Metro,PONT DE NEUILLY,6 794 402,1,0,0,0,0,Neuilly Sur Seine
47,Metro,BOBIGNY-PABLO PICASSO,6 722 182,5,0,0,0,0,Bobigny
48,Metro,ANVERS,6 667 509,2,0,0,0,0,Paris,18
49,Metro,CHATILLON-MONTROUGE,6 540 563,13,0,0,0,0,Chatillon
50,Metro,GALLIENI,6 314 009,3,0,0,0,0,Bagnolet
51,Metro,MAIRIE DE MONTREUIL,6 300 355,9,0,0,0,0,Montreuil
52,Metro,PORTE DE VERSAILLES,6 275 922,12,0,0,0,0,Paris,15
53,Metro,SAINT-PAUL,6 265 848,1,0,0,0,0,Paris,04
54,Metro,ODEON,6 239 672,4,10,0,0,0,Paris,06
55,Metro,VILLIERS,6 193 182,2,3,0,0,0,Paris,17
56,Metro,GEORGE V,6 192 199,1,0,0,0,0,Paris,08
57,Metro,PIGALLE,6 172 069,2,12,0,0,0,Paris,18
58,Metro,MARCADET-POISSONNIERS,6 064 992,4,12,0,0,0,Paris,18
59,Metro,JAURES,6 046 012,2,5,7bis,0,0,Paris,19
60,Metro,SAINT-MANDE-TOURELLE,5 973 612,1,0,0,0,0,Saint Mande
61,Metro,REAUMUR-SEBASTOPOL,5 860 077,3,4,0,0,0,Paris,03
62,Metro,MARCEL SEMBAT,5 816 044,9,0,0,0,0,Boulogne Billancourt
63,Metro,CONVENTION,5 780 845,12,0,0,0,0,Paris,15
64,Metro,MIROMESNIL,5 769 023,9,13,0,0,0,Paris,08
65,Metro,LA COURNEUVE-8 MAI 1945,5 707 118,7,0,0,0,0,La Courneuve
66,Metro,VILLEJUIF-LOUIS ARAGON,5 650 185,7,0,0,0,0,Villejuif
67,Metro,SEVRES-BABYLONE,5 618 445,10,12,0,0,0,Paris,07
68,Metro,BERCY,5 565 249,6,14,0,0,0,Paris,12
69,Metro,COUR SAINT-EMILION,5 550 822,14,0,0,0,0,Paris,12
70,Metro,REUILLY-DIDEROT,5 451 933,1,8,0,0,0,Paris,12
71,Metro,DAUMESNIL,5 435 445,6,8,0,0,0,Paris,12
72,Metro,LES SABLONS,5 430 088,1,0,0,0,0,Neuilly Sur Seine
73,Metro,BASILIQUE DE SAINT-DENIS,5 415 515,13,0,0,0,0,Saint Denis
74,Metro,GABRIEL PERI,5 377 830,13,0,0,0,0,Asnieres
75,Metro,SAINT-DENIS-UNIVERSITE,5 365 746,13,0,0,0,0,Saint Denis
76,Metro,ALESIA,5 317 934,4,0,0,0,0,Paris,14
77,Metro,RICHELIEU-DROUOT,5 297 670,8,9,0,0,0,Paris,09
78,Metro,VOLTAIRE,5 273 953,9,0,0,0,0,Paris,11
79,Metro,HOCHE,5 217 935,5,0,0,0,0,Pantin
80,Metro,BONNE NOUVELLE,5 196 140,8,9,0,0,0,Paris,10
81,Metro,PASTEUR,5 089 504,6,12,0,0,0,Paris,09
82,Metro,PONT DE LEVALLOIS-BECON,5 085 695,3,0,0,0,0,Levallois-Perret
83,Metro,PYRAMIDES,5 084 082,7,14,0,0,0,Paris,01
84,Metro,CROIX DE CHAVAUX,4 978 787,9,0,0,0,0,Montreuil
85,Metro,PORTE DE SAINT-CLOUD,4 932 701,9,0,0,0,0,Paris,16
86,Metro,PERE LACHAISE,4 880 201,2,3,0,0,0,Paris,20
87,Metro,CRETEIL-PREFECTURE,4 865 573,8,0,0,0,0,Creteil
88,Metro,CHATEAU DE VINCENNES,4 858 849,1,0,0,0,0,Vincennes
89,Metro,CHATEAU D'EAU,4 842 822,4,0,0,0,0,Paris,10
90,Metro,PORTE DE MONTREUIL,4 822 893,9,0,0,0,0,Paris,20
91,Metro,PORTE DE BAGNOLET,4 751 655,3,0,0,0,0,Paris,20
92,Metro,GLACIERE,4 739 497,6,0,0,0,0,Paris,13
93,Metro,PORTE DE VANVES,4 715 395,13,0,0,0,0,Paris,14
94,Metro,PEREIRE,4 678 888,3,0,0,0,0,Paris,17
95,Metro,PLAISANCE,4 645 997,13,0,0,0,0,Paris,14
96,Metro,MAIRIE DES LILAS,4 602 681,11,0,0,0,0,Les Lilas
97,Metro,COLONEL FABIEN,4 554 566,2,0,0,0,0,Paris,10
98,Metro,SAINT-GERMAIN DES PRES,4 548 167,4,0,0,0,0,Paris,06
99,Metro,GUY MOQUET,4 524 101,13,0,0,0,0,Paris,17
100,Metro,LAUMIERE,4 518 075,5,0,0,0,0,Paris,19
101,Metro,CHAMPS-ELYSEES-CLEMENCEAU,4 502 691,1,13,0,0,0,Paris,08
102,Metro,LE KREMLIN-BICETRE,4 492 364,7,0,0,0,0,Kremlin-Bicetre
103,Metro,RAMBUTEAU,4 491 306,11,0,0,0,0,Paris,03
104,Metro,PORTE DE PANTIN,4 477 959,5,0,0,0,0,Paris,19
105,Metro,ECOLE MILITAIRE,4 403 029,8,0,0,0,0,Paris,07
106,Metro,JULES JOFFRIN,4 384 318,12,0,0,0,0,Paris,18
107,Metro,PORTE DE VINCENNES,4 363 767,1,0,0,0,0,Paris,12
108,Metro,PONT DE SEVRES,4 352 829,9,0,0,0,0,Boulogne Billancourt
109,Metro,DENFERT-ROCHEREAU,4 335 086,4,6,0,0,0,Paris,14
110,Metro,ROBESPIERRE,4 317 097,9,0,0,0,0,Montreuil
111,Metro,MENILMONTANT,4 294 888,2,0,0,0,0,Paris,11
112,Metro,BALARD,4 263 152,8,0,0,0,0,Paris,15
113,Metro,BLANCHE,4 252 071,2,0,0,0,0,Paris,09
114,Metro,OBERKAMPF,4 198 870,5,9,0,0,0,Paris,11
115,Metro,MAIRIE D'ISSY,4 194 027,12,0,0,0,0,Issy Les Moulineaux
116,Metro,PORTE DE CLICHY,4 156 619,13,0,0,0,0,Paris,17
117,Metro,LA MUETTE,4 112 862,9,0,0,0,0,Paris,16
118,Metro,JUSSIEU,4 080 680,7,10,0,0,0,Paris,05
119,Metro,ALMA-MARCEAU,4 080 301,9,0,0,0,0,Paris,08
120,Metro,VICTOR HUGO,3 966 843,2,0,0,0,0,Paris,16
121,Metro,TERNES,3 930 362,2,0,0,0,0,Paris,17
122,Metro,ALEXANDRE DUMAS,3 926 266,2,0,0,0,0,Paris,11
123,Metro,CHARONNE,3 924 516,9,0,0,0,0,Paris,12
124,Metro,PASSY,3 918 954,6,0,0,0,0,Paris,16
125,Metro,MALAKOFF-PLATEAU DE VANVES,3 912 036,13,0,0,0,0,Malakoff
126,Metro,PORTE DES LILAS,3 899 020,3bis,11,0,0,0,Paris,20
127,Metro,CHARLES MICHELS,3 892 728,10,0,0,0,0,Paris,15
128,Metro,OURCQ,3 887 042,5,0,0,0,0,Paris,19
129,Metro,ARTS ET METIERS,3 859 066,3,11,0,0,0,Paris,03
130,Metro,DUPLEIX,3 855 503,6,0,0,0,0,Paris,15
131,Metro,VAUGIRARD,3 853 128,12,0,0,0,0,Paris,15
132,Metro,LES GOBELINS,3 830 231,7,0,0,0,0,Paris,13
133,Metro,LEDRU-ROLLIN,3 829 461,8,0,0,0,0,Paris,12
134,Metro,PORTE DE SAINT-OUEN,3 814 464,13,0,0,0,0,Paris,17
135,Metro,CENSIER-DAUBENTON,3 766 777,7,0,0,0,0,Paris,06
136,Metro,BOULOGNE-JEAN JAURES,3 748 047,10,0,0,0,0,Boulogne Billancourt
137,Metro,MAIRIE DE SAINT-OUEN,3 732 408,13,0,0,0,0,Saint Ouen
138,Metro,ANATOLE FRANCE,3 702 732,3,0,0,0,0,Levallois-Perret
139,Metro,CADET,3 650 405,7,0,0,0,0,Paris,09
140,Metro,GONCOURT,3 648 533,11,0,0,0,0,Paris,11
141,Metro,EGLISE DE PANTIN,3 632 300,5,0,0,0,0,Pantin
142,Metro,TOLBIAC,3 612 890,7,0,0,0,0,Paris,13
143,Metro,MARX DORMOY,3 586 107,12,0,0,0,0,Paris,18
144,Metro,POISSONNIERE,3 570 062,7,0,0,0,0,Paris,10
145,Metro,PORTE DE CHAMPERRET,3 559 682,3,0,0,0,0,Paris,17
146,Metro,SAINT-DENIS-PORTE DE PARIS,3 517 853,13,0,0,0,0,Saint Denis
147,Metro,FUNICULAIRE,3 488 052,2,0,0,0,0,Paris,18
148,Metro,FORT D'AUBERVILLIERS,3 455 421,7,0,0,0,0,Aubervilliers
149,Metro,PORTE DE LA CHAPELLE,3 431 552,12,0,0,0,0,Paris,18
150,Metro,JOURDAIN,3 418 732,11,0,0,0,0,Paris,20
151,Metro,SAINT-PLACIDE,3 404 889,4,0,0,0,0,Paris,06
152,Metro,BROCHANT,3 401 859,13,0,0,0,0,Paris,17
