C_Reg;C_Dpt;C_Arr;C_Cant;C_Com;N_Com_min;N_Com_maj;Cp;Pop90;Pop99
82;01;2;10;01001;Abergement-Clémenciat (L');ABERGEMENT-CLEMENCIAT (L');01400;579;728
82;01;1;01;01002;Abergement-de-Varey (L');ABERGEMENT-DE-VAREY (L');01640;159;168
82;01;1;01;01004;Ambérieu-en-Bugey;AMBERIEU-EN-BUGEY;01500;10455;11436
82;01;2;30;01005;Ambérieux-en-Dombes;AMBERIEUX-EN-DOMBES;01330;1156;1408
82;01;1;04;01006;Ambléon;AMBLEON;01300;76;86
82;01;1;01;01007;Ambronay;AMBRONAY;01500;1996;2146
82;01;1;17;01008;Ambutrix;AMBUTRIX;01500;595;586
82;01;1;04;01009;Andert-et-Condon;ANDERT-ET-CONDON;01300;262;275
82;01;1;31;01010;Anglefort;ANGLEFORT;01350;687;769
82;01;4;22;01011;Apremont;APREMONT;01100;341;329
82;01;1;15;01012;Aranc;ARANC;01110;291;275
82;01;1;28;01013;Arandas;ARANDAS;01230;128;135
82;01;4;23;01014;Arbent;ARBENT;01100;3369;3610
82;01;1;04;01015;Arbignieu;ARBIGNIEU;01300;387;431
82;01;2;26;01016;Arbigny;ARBIGNY;01190;314;332
82;01;1;28;01017;Argis;ARGIS;01230;405;390
82;01;1;36;01019;Armix;ARMIX;01510;14;15
82;01;2;42;01021;Ars-sur-Formans;ARS-SUR-FORMANS;01480;851;1102
82;01;1;09;01022;Artemare;ARTEMARE;01510;961;970
82;01;2;02;01023;Asnières-sur-Saône;ASNIERES-SUR-SAONE;01570;68;69
82;01;2;21;01024;Attignat;ATTIGNAT;01340;1776;1924
82;01;2;02;01025;Bâgé-la-Ville;BAGE-LA-VILLE;01380;1959;2314
82;01;2;02;01026;Bâgé-le-Châtel;BAGE-LE-CHATEL;01380;751;762
82;01;2;20;01027;Balan;BALAN;01360;1668;1534
82;01;2;30;01028;Baneins;BANEINS;01990;377;529
82;01;2;11;01029;Beaupont;BEAUPONT;01270;422;492
82;01;2;34;01030;Beauregard;BEAUREGARD;01480;868;817
82;01;4;41;01031;Bellignat;BELLIGNAT;01100;3233;3488
82;01;2;20;01032;Béligneux;BELIGNEUX;01360;2319;2594
82;01;4;03;01033;Bellegarde-sur-Valserine;BELLEGARDE-SUR-VALSERINE;01200;11153;10846
82;01;1;04;01034;Belley;BELLEY;01300;7807;8004
82;01;4;23;01035;Belleydoux;BELLEYDOUX;01130;232;277
82;01;1;09;01036;Belmont-Luthézieu;BELMONT-LUTHEZIEU;01260;308;394
82;01;1;18;01037;Bénonces;BENONCES;01470;249;243
82;01;2;11;01038;Bény;BENY;01370;587;613
82;01;1;09;01039;Béon;BEON;01350;348;364
82;01;2;21;01040;Béréziat;BEREZIAT;01340;308;340
82;01;1;01;01041;Bettant;BETTANT;01500;703;683
82;01;2;27;01042;Bey;BEY;01290;195;221
82;01;2;40;01043;Beynost;BEYNOST;01700;3141;3530
82;01;4;03;01044;Billiat;BILLIAT;01200;396;411
82;01;2;35;01045;Birieux;BIRIEUX;01330;125;145
82;01;2;10;01046;Biziat;BIZIAT;01290;574;641
82;01;1;17;01047;Blyes;BLYES;01150;535;692
82;01;2;20;01049;Boisse (La);BOISSE (LA);01120;2419;2709
82;01;2;26;01050;Boissey;BOISSEY;01190-01380;206;202
82;01;4;16;01051;Bolozon;BOLOZON;01450;93;94
82;01;2;35;01052;Bouligneux;BOULIGNEUX;01330;274;290
82;01;2;99;01053;Bourg-en-Bresse;BOURG-EN-BRESSE;01000;40972;40666
82;01;2;19;01054;Bourg-Saint-Christophe;BOURG-SAINT-CHRISTOPHE;01800;716;824
82;01;4;24;01056;Boyeux-Saint-Jérôme;BOYEUX-SAINT-JEROME;01640;241;277
82;01;2;26;01057;Boz;BOZ;01190;352;359
82;01;1;04;01058;Brégnier-Cordon;BREGNIER-CORDON;01300;511;566
82;01;1;09;01059;Brénaz;BRENAZ;01260;95;105
82;01;4;06;01060;Brénod;BRENOD;01110;385;427
82;01;1;04;01061;Brens;BRENS;01300;638;731
82;01;2;20;01062;Bressolles;BRESSOLLES;01360;480;590
82;01;4;22;01063;Brion;BRION;01460;587;559
82;01;1;18;01064;Briord;BRIORD;01470;618;675
82;01;2;43;01065;Buellas;BUELLAS;01310;1162;1288
82;01;1;36;01066;Burbanche (La);BURBANCHE (LA);01510;60;56
82;01;4;16;01067;Ceignes;CEIGNES;01430;160;230
82;01;4;24;01068;Cerdon;CERDON;01450;672;672
82;01;2;25;01069;Certines;CERTINES;01240;916;1288
82;01;3;14;01071;Cessy;CESSY;01170;1763;2283
82;01;2;07;01072;Ceyzériat;CEYZERIAT;01250;2058;2390
82;01;1;36;01073;Ceyzérieu;CEYZERIEU;01350;766;814
82;01;2;08;01074;Chalamont;CHALAMONT;01320;1476;1658
82;01;2;30;01075;Chaleins;CHALEINS;01480;754;1025
82;01;1;28;01076;Chaley;CHALEY;01230;107;106
82;01;4;24;01077;Challes;CHALLES;01450;193;200
82;01;3;12;01078;Challex;CHALLEX;01630;967;1057
82;01;1;09;01079;Champagne-en-Valromey;CHAMPAGNE-EN-VALROMEY;01260;667;674
82;01;4;06;01080;Champdor;CHAMPDOR;01110;459;425
82;01;4;03;01081;Champfromier;CHAMPFROMIER;01410;440;593
82;01;1;31;01082;Chanay;CHANAY;01420;410;573
82;01;2;30;01083;Chaneins;CHANEINS;01990;478;560
82;01;2;10;01084;Chanoz-Châtenay;CHANOZ-CHATENAY;01400;476;492
82;01;2;35;01085;Chapelle-du-Châtelard (La);CHAPELLE-DU-CHATELARD (LA);01240;247;263
82;01;4;22;01087;Charix;CHARIX;01130;261;265
82;01;2;19;01088;Charnoz-sur-Ain;CHARNOZ-SUR-AIN;01800;416;810
82;01;1;01;01089;Château-Gaillard;CHATEAU-GAILLARD;01500;1027;1370
82;01;2;08;01090;Châtenay;CHATENAY;01320;276;308
82;01;4;03;01091;Châtillon-en-Michaille;CHATILLON-EN-MICHAILLE;01200;2189;2641
82;01;2;08;01092;Châtillon-la-Palud;CHATILLON-LA-PALUD;01320;874;1074
82;01;2;10;01093;Châtillon-sur-Chalaronne;CHATILLON-SUR-CHALARONNE;01400;3786;4137
82;01;2;26;01094;Chavannes-sur-Reyssouze;CHAVANNES-SUR-REYSSOUZE;01190;565;580
82;01;2;33;01095;Chavannes-sur-Suran;CHAVANNES-SUR-SURAN;01250;419;485
82;01;2;10;01096;Chaveyriat;CHAVEYRIAT;01660;766;810
82;01;1;09;01097;Chavornay;CHAVORNAY;01510;175;174
82;01;1;04;01098;Chazey-Bons;CHAZEY-BONS;01300;684;664
82;01;1;17;01099;Chazey-sur-Ain;CHAZEY-SUR-AIN;01150;895;1200
82;01;1;36;01100;Cheignieu-la-Balme;CHEIGNIEU-LA-BALME;01510;110;112
82;01;4;06;01101;Chevillard;CHEVILLARD;01430;137;132
82;01;2;26;01102;Chevroux;CHEVROUX;01190;586;657
82;01;3;14;01103;Chevry;CHEVRY;01170;733;803
82;01;3;12;01104;Chézery-Forens;CHEZERY-FORENS;01200-01410;357;369
82;01;2;42;01105;Civrieux;CIVRIEUX;01390;954;1079
82;01;2;07;01106;Cize;CIZE;01250;112;127
82;01;1;28;01107;Cleyzieu;CLEYZIEU;01230;84;116
82;01;2;11;01108;Coligny;COLIGNY;01270;1117;1091
82;01;3;12;01109;Collonges;COLLONGES;01550;1000;1106
82;01;1;04;01110;Colomieu;COLOMIEU;01300;114;128
82;01;1;28;01111;Conand;CONAND;01230;56;69
82;01;4;06;01112;Condamine;CONDAMINE;01430;248;285
82;01;2;10;01113;Condeissiat;CONDEISSIAT;01400;581;649
82;01;3;12;01114;Confort;CONFORT;01200;449;499
82;01;2;21;01115;Confrançon;CONFRANCON;01310;805;862
82;01;1;36;01116;Contrevoz;CONTREVOZ;01300;416;430
82;01;1;04;01117;Conzieu;CONZIEU;01300;79;100
82;01;1;31;01118;Corbonod;CORBONOD;01420;841;898
82;01;4;06;01119;Corcelles;CORCELLES;01110;207;221
82;01;1;15;01121;Corlier;CORLIER;01110;76;73
82;01;1;15;01122;Cormaranche-en-Bugey;CORMARANCHE-EN-BUGEY;01110;704;726
82;01;2;27;01123;Cormoranche-sur-Saône;CORMORANCHE-SUR-SAONE;01290;780;904
82;01;2;29;01124;Cormoz;CORMOZ;01560;502;512
82;01;2;33;01125;Corveissiat;CORVEISSIAT;01250;437;469
82;01;2;33;01127;Courmangoux;COURMANGOUX;01370;327;360
82;01;2;29;01128;Courtes;COURTES;01560;194;218
82;01;2;08;01129;Crans;CRANS;01320;209;258
82;01;2;21;01130;Cras-sur-Reyssouze;CRAS-SUR-REYSSOUZE;01340;846;907
82;01;1;04;01133;Cressin-Rochefort;CRESSIN-ROCHEFORT;01350;250;308
82;01;2;27;01134;Crottet;CROTTET;01290-01750;1313;1477
82;01;3;14;01135;Crozet;CROZET;01170;1164;1349
82;01;2;27;01136;Cruzilles-lès-Mépillat;CRUZILLES-LES-MEPILLAT;01290;580;651
82;01;1;31;01138;Culoz;CULOZ;01350;2639;2622
82;01;2;29;01139;Curciat-Dongalon;CURCIAT-DONGALON;01560;449;404
82;01;2;21;01140;Curtafond;CURTAFOND;01310;422;590
82;01;1;36;01141;Cuzieu;CUZIEU;01300;240;304
82;01;2;20;01142;Dagneux;DAGNEUX;01120;3317;3757
82;01;3;14;01143;Divonne-les-Bains;DIVONNE-LES-BAINS;01220;5580;6171
82;01;2;02;01144;Dommartin;DOMMARTIN;01380;537;600
82;01;2;25;01145;Dompierre-sur-Veyle;DOMPIERRE-SUR-VEYLE;01240;828;968
82;01;2;10;01146;Dompierre-sur-Chalaronne;DOMPIERRE-SUR-CHALARONNE;01400;268;279
82;01;2;11;01147;Domsure;DOMSURE;01270;436;403
82;01;4;23;01148;Dortan;DORTAN;01590;2107;2186
82;01;1;01;01149;Douvres;DOUVRES;01500;606;646
82;01;2;07;01150;Drom;DROM;01250;146;160
82;01;2;25;01151;Druillat;DRUILLAT;01160;823;882
82;01;4;23;01152;Échallon;ECHALLON;01130;550;663
82;01;3;14;01153;Échenevex;ECHENEVEX;01170;997;1197
82;01;2;21;01154;Étrez;ETREZ;01340;510;642
82;01;1;28;01155;Évosges;EVOSGES;01230;101;109
82;01;2;19;01156;Faramans;FARAMANS;01800;482;592
82;01;2;30;01157;Fareins;FAREINS;01480;1545;1684
82;01;3;12;01158;Farges;FARGES;01550;559;594
82;01;2;02;01159;Feillens;FEILLENS;01570;2624;2933
82;01;3;13;01160;Ferney-Voltaire;FERNEY-VOLTAIRE;01210;6408;7083
82;01;1;36;01162;Flaxieu;FLAXIEU;01350;53;50
82;01;2;21;01163;Foissiat;FOISSIAT;01340;1481;1562
82;01;2;30;01165;Francheleins;FRANCHELEINS;01090;826;994
82;01;2;34;01166;Frans;FRANS;01480;1549;1848
82;01;2;32;01167;Garnerans;GARNERANS;01140;484;565
82;01;2;32;01169;Genouilleux;GENOUILLEUX;01090;320;399
82;01;4;22;01170;Géovreissiat;GEOVREISSIAT;01460;455;714
82;01;4;41;01171;Géovreisset;GEOVREISSET;01100;450;759
82;01;2;33;01172;Germagnat;GERMAGNAT;01250;86;92
82;01;3;14;01173;Gex;GEX;01170;6615;7733
82;01;4;03;01174;Giron;GIRON;01130;88;100
82;01;2;26;01175;Gorrevod;GORREVOD;01190;512;561
82;01;4;06;01176;Grand-Abergement (Le);GRAND-ABERGEMENT (LE);01260;96;108
82;01;2;07;01177;Grand-Corent;GRAND-CORENT;01250;104;111
82;01;2;27;01179;Grièges;GRIEGES;01290;1606;1598
82;01;3;14;01180;Grilly;GRILLY;01220;634;612
82;01;4;41;01181;Groissiat;GROISSIAT;01100;611;747
82;01;1;18;01182;Groslée;GROSLEE;01680;286;333
82;01;2;32;01183;Guéreins;GUEREINS;01090;995;1065
82;01;2;07;01184;Hautecourt-Romanèche;HAUTECOURT-ROMANECHE;01250;588;676
82;01;1;15;01185;Hauteville-Lompnes;HAUTEVILLE-LOMPNES;01110;3895;3662
82;01;1;28;01186;Hostias;HOSTIAS;01110;56;62
82;01;4;06;01187;Hotonnes;HOTONNES;01260;268;295
82;01;2;32;01188;Illiat;ILLIAT;01140;396;466
82;01;4;03;01189;Injoux-Génissiat;INJOUX-GENISSIAT;01200;940;970
82;01;1;18;01190;Innimond;INNIMOND;01680;81;95
82;01;4;06;01191;Izenave;IZENAVE;01430;130;146
82;01;4;16;01192;Izernore;IZERNORE;01580;1170;1656
82;01;1;04;01193;Izieu;IZIEU;01300;161;178
82;01;2;34;01194;Jassans-Riottier;JASSANS-RIOTTIER;01480;4609;5338
82;01;2;07;01195;Jasseron;JASSERON;01250;1079;1256
82;01;2;21;01196;Jayat;JAYAT;01340;650;773
82;01;2;25;01197;Journans;JOURNANS;01250;286;330
82;01;2;19;01198;Joyeux;JOYEUX;01800;171;206
82;01;4;24;01199;Jujurieux;JUJURIEUX;01640;1602;1700
82;01;4;24;01200;Labalme;LABALME;01450;120;135
82;01;1;17;01202;Lagnieu;LAGNIEU;01150;5686;5882
82;01;2;27;01203;Laiz;LAIZ;01290;806;986
82;01;4;22;01204;Lalleyriat;LALLEYRIAT;01130;191;195
82;01;3;12;01205;Lancrans;LANCRANS;01200;815;935
82;01;4;06;01206;Lantenay;LANTENAY;01430;235;260
82;01;2;35;01207;Lapeyrouse;LAPEYROUSE;01330;207;226
82;01;1;04;01208;Lavours;LAVOURS;01350;108;117
82;01;3;12;01209;Léaz;LEAZ;01200;461;481
82;01;3;14;01210;Lélex;LELEX;01410;232;221
82;01;2;39;01211;Lent;LENT;01240;1043;1145
82;01;2;29;01212;Lescheroux;LESCHEROUX;01560;527;597
82;01;1;17;01213;Leyment;LEYMENT;01150;822;922
82;01;4;16;01214;Leyssard;LEYSSARD;01450;113;143
82;01;4;03;01215;Lhôpital;LHOPITAL;01420;53;49
82;01;1;18;01216;Lhuis;LHUIS;01680;587;724
82;01;1;09;01218;Lochieu;LOCHIEU;01260;69;73
82;01;1;18;01219;Lompnas;LOMPNAS;01680;137;147
82;01;1;09;01221;Lompnieu;LOMPNIEU;01260;97;103
82;01;1;17;01224;Loyettes;LOYETTES;01360;2256;2322
82;01;2;30;01225;Lurcy;LURCY;01090;199;257
82;01;1;04;01227;Magnieu;MAGNIEU;01300;290;291
82;01;4;22;01228;Maillat;MAILLAT;01430;623;664
82;01;2;21;01229;Malafretaz;MALAFRETAZ;01340;624;674
82;01;2;29;01230;Mantenay-Montlin;MANTENAY-MONTLIN;01560;256;246
82;01;2;02;01231;Manziat;MANZIAT;01570;1482;1598
82;01;2;11;01232;Marboz;MARBOZ;01851;2026;2164
82;01;1;18;01233;Marchamp;MARCHAMP;01680;106;108
82;01;1;36;01234;Marignieu;MARIGNIEU;01300;138;156
82;01;2;35;01235;Marlieux;MARLIEUX;01240;633;677
82;01;2;21;01236;Marsonnas;MARSONNAS;01340;728;727
82;01;4;41;01237;Martignat;MARTIGNAT;01100;1003;1265
82;01;2;42;01238;Massieux;MASSIEUX;01600;1782;2120
82;01;1;04;01239;Massignieu-de-Rives;MASSIGNIEU-DE-RIVES;01300;412;498
82;01;4;16;01240;Matafelon-Granges;MATAFELON-GRANGES;01580;406;483
82;01;2;33;01241;Meillonnas;MEILLONNAS;01370;1051;1204
82;01;4;24;01242;Mérignat;MERIGNAT;01450;85;114
82;01;2;30;01243;Messimy-sur-Saône;MESSIMY-SUR-SAONE;01480;827;931
82;01;2;19;01244;Meximieux;MEXIMIEUX;01800;6230;6840
82;01;2;07;01245;Bohas-Meyriat-Rignat;BOHAS-MEYRIAT-RIGNAT;01250;657;727
82;01;2;10;01246;Mézériat;MEZERIAT;01660;1995;1911
82;01;3;14;01247;Mijoux;MIJOUX;01170-01410;258;312
82;01;2;42;01248;Mionnay;MIONNAY;01390;1103;2109
82;01;2;40;01249;Miribel;MIRIBEL;01700;7683;8539
82;01;2;42;01250;Misérieux;MISERIEUX;01600;1224;1430
82;01;2;32;01252;Mogneneins;MOGNENEINS;01140;491;572
82;01;2;39;01254;Montagnat;MONTAGNAT;01250;1173;1421
82;01;1;18;01255;Montagnieu;MONTAGNIEU;01470;356;386
82;01;4;03;01257;Montanges;MONTANGES;01200;248;282
82;01;2;32;01258;Montceaux;MONTCEAUX;01090;672;908
82;01;2;43;01259;Montcet;MONTCET;01310;420;489
82;01;2;19;01260;Montellier (Le);MONTELLIER (LE);01800;170;221
82;01;2;35;01261;Monthieux;MONTHIEUX;01390;344;578
82;01;2;20;01262;Montluel;MONTLUEL;01120;5954;6454
82;01;2;32;01263;Montmerle-sur-Saône;MONTMERLE-SUR-SAONE;01090;2596;2830
82;01;2;39;01264;Montracol;MONTRACOL;01310;551;619
82;01;4;22;01265;Montréal-la-Cluse;MONTREAL-LA-CLUSE;01460;3496;3652
82;01;2;21;01266;Montrevel-en-Bresse;MONTREVEL-EN-BRESSE;01340;1973;1994
82;01;4;16;01267;Nurieux-Volognat;NURIEUX-VOLOGNAT;01460;856;952
82;01;1;04;01268;Murs-et-Gélignieux;MURS-ET-GELIGNIEUX;01300;188;204
82;01;4;22;01269;Nantua;NANTUA;01130-01460;3602;3902
82;01;1;04;01271;Nattages;NATTAGES;01300;322;393
82;01;2;10;01272;Neuville-les-Dames;NEUVILLE-LES-DAMES;01400;1141;1231
82;01;2;25;01273;Neuville-sur-Ain;NEUVILLE-SUR-AIN;01160;1151;1236
82;01;4;22;01274;Neyrolles (Les);NEYROLLES (LES);01130;615;617
82;01;2;40;01275;Neyron;NEYRON;01700;1723;2157
82;01;2;20;01276;Niévroz;NIEVROZ;01120;1061;1360
82;01;1;28;01277;Nivollet-Montgriffon;NIVOLLET-MONTGRIFFON;01230;66;87
82;01;1;28;01279;Oncieu;ONCIEU;01230;68;78
82;01;1;18;01280;Ordonnaz;ORDONNAZ;01510;115;120
82;01;3;13;01281;Ornex;ORNEX;01210;2263;2663
82;01;4;06;01282;Outriaz;OUTRIAZ;01430;275;264
82;01;4;99;01283;Oyonnax;OYONNAX;01100;23869;24162
82;01;2;26;01284;Ozan;OZAN;01190;408;467
82;01;2;42;01285;Parcieux;PARCIEUX;01600;784;909
82;01;1;04;01286;Parves;PARVES;01300;286;320
82;01;3;12;01288;Péron;PERON;01630;1202;1579
82;01;2;39;01289;Péronnas;PERONNAS;01960;5352;5534
82;01;2;19;01290;Pérouges;PEROUGES;01800;851;1103
82;01;2;27;01291;Perrex;PERREX;01540;714;721
82;01;4;06;01292;Petit-Abergement (Le);PETIT-ABERGEMENT (LE);01260;141;141
82;01;4;16;01293;Peyriat;PEYRIAT;01430;154;158
82;01;1;04;01294;Peyrieu;PEYRIEU;01300;560;646
82;01;2;32;01295;Peyzieux-sur-Saône;PEYZIEUX-SUR-SAONE;01140;245;337
82;01;2;11;01296;Pirajoux;PIRAJOUX;01270;304;299
82;01;2;20;01297;Pizay;PIZAY;01120;433;637
82;01;4;03;01298;Plagne;PLAGNE;01130;73;83
82;01;2;08;01299;Plantay (Le);PLANTAY (LE);01330;344;417
82;01;4;22;01300;Poizat (Le);POIZAT (LE);01130;270;321
82;01;2;43;01301;Polliat;POLLIAT;01310;2025;2019
82;01;1;04;01302;Pollieu;POLLIEU;01350;108;122
82;01;4;24;01303;Poncin;PONCIN;01450;1229;1360
82;01;2;25;01304;Pont-d'Ain;PONT-D'AIN;01160;2258;2307
82;01;2;26;01305;Pont-de-Vaux;PONT-DE-VAUX;01190;1913;2004
82;01;2;27;01306;Pont-de-Veyle;PONT-DE-VEYLE;01290;1421;1484
82;01;4;22;01307;Port;PORT;01460;773;913
82;01;3;12;01308;Pougny;POUGNY;01550;600;629
82;01;2;33;01309;Pouillat;POUILLAT;01250;38;58
82;01;1;04;01310;Prémeyzel;PREMEYZEL;01300;190;242
82;01;1;15;01311;Prémillieu;PREMILLIEU;01110-01510;40;33
82;01;2;33;01312;Pressiat;PRESSIAT;01370;155;191
82;01;3;13;01313;Prévessin-Moëns;PREVESSIN-MOENS;01280;3723;4261
82;01;2;25;01314;Priay;PRIAY;01160;948;1152
82;01;1;36;01316;Pugieu;PUGIEU;01510;123;126
82;01;2;07;01317;Ramasse;RAMASSE;01250;189;219
82;01;2;42;01318;Rancé;RANCE;01390;410;498
82;01;2;30;01319;Relevant;RELEVANT;01990;327;367
82;01;2;02;01320;Replonges;REPLONGES;01750;2687;2845
82;01;2;07;01321;Revonnas;REVONNAS;01250;438;492
82;01;2;42;01322;Reyrieux;REYRIEUX;01600;3057;3683
82;01;2;26;01323;Reyssouze;REYSSOUZE;01190;709;715
82;01;2;19;01325;Rignieux-le-Franc;RIGNIEUX-LE-FRANC;01800;743;839
82;01;2;10;01328;Romans;ROMANS;01400;480;522
82;01;1;36;01329;Rossillon;ROSSILLON;01510;103;147
82;01;1;09;01330;Ruffieu;RUFFIEU;01260;144;188
82;01;4;24;01331;Saint-Alban;SAINT-ALBAN;01450;122;133
82;01;2;02;01332;Saint-André-de-Bâgé;SAINT-ANDRE-DE-BAGE;01380;437;507
82;01;2;42;01333;Saint-André-de-Corcy;SAINT-ANDRE-DE-CORCY;01390;2547;3101
82;01;2;27;01334;Saint-André-d'Huiriat;SAINT-ANDRE-D'HUIRIAT;01290;368;402
82;01;2;10;01335;Saint-André-le-Bouchoux;SAINT-ANDRE-LE-BOUCHOUX;01240;171;191
82;01;2;39;01336;Saint-André-sur-Vieux-Jonc;SAINT-ANDRE-SUR-VIEUX-JONC;01960;979;965
82;01;2;26;01337;Saint-Bénigne;SAINT-BENIGNE;01190;823;817
82;01;1;18;01338;Saint-Benoît;SAINT-BENOIT;01300;488;582
82;01;2;34;01339;Saint-Bernard;SAINT-BERNARD;01600;872;1282
82;01;1;04;01340;Saint-Bois;SAINT-BOIS;01300;113;102
82;01;1;04;01341;Saint-Champ;SAINT-CHAMP;01300;143;132
82;01;2;20;01342;Sainte-Croix;SAINTE-CROIX;01120;365;468
82;01;2;27;01343;Saint-Cyr-sur-Menthon;SAINT-CYR-SUR-MENTHON;01380;1243;1314
82;01;2;43;01344;Saint-Denis-lès-Bourg;SAINT-DENIS-LES-BOURG;01000;4145;4921
82;01;1;01;01345;Saint-Denis-en-Bugey;SAINT-DENIS-EN-BUGEY;01500;1780;1944
82;01;2;21;01346;Saint-Didier-d'Aussiat;SAINT-DIDIER-D'AUSSIAT;01340;594;666
82;01;2;34;01347;Saint-Didier-de-Formans;SAINT-DIDIER-DE-FORMANS;01600;1288;1544
82;01;2;32;01348;Saint-Didier-sur-Chalaronne;SAINT-DIDIER-SUR-CHALARONNE;01140;2065;2259
82;01;2;19;01349;Saint-Éloi;SAINT-ELOI;01800;358;402
82;01;2;33;01350;Saint-Étienne-du-Bois;SAINT-ETIENNE-DU-BOIS;01370;1982;2046
82;01;2;32;01351;Saint-Étienne-sur-Chalaronne;SAINT-ETIENNE-SUR-CHALARONNE;01140;1037;1179
82;01;2;26;01352;Saint-Étienne-sur-Reyssouze;SAINT-ETIENNE-SUR-REYSSOUZE;01190;376;386
82;01;2;42;01353;Sainte-Euphémie;SAINTE-EUPHEMIE;01600;857;1118
82;01;3;13;01354;Saint-Genis-Pouilly;SAINT-GENIS-POUILLY;01630;5696;6383
82;01;2;27;01355;Saint-Genis-sur-Menthon;SAINT-GENIS-SUR-MENTHON;01380;324;363
82;01;2;10;01356;Saint-Georges-sur-Renon;SAINT-GEORGES-SUR-RENON;01400;126;161
82;01;4;03;01357;Saint-Germain-de-Joux;SAINT-GERMAIN-DE-JOUX;01130;465;476
82;01;1;04;01358;Saint-Germain-les-Paroisses;SAINT-GERMAIN-LES-PAROISSES;01300;273;307
82;01;2;35;01359;Saint-Germain-sur-Renon;SAINT-GERMAIN-SUR-RENON;01240;190;215
82;01;3;12;01360;Saint-Jean-de-Gonville;SAINT-JEAN-DE-GONVILLE;01630;1001;1182
82;01;2;19;01361;Saint-Jean-de-Niost;SAINT-JEAN-DE-NIOST;01800;810;1082
82;01;2;42;01362;Saint-Jean-de-Thurigneux;SAINT-JEAN-DE-THURIGNEUX;01390;504;554
82;01;4;24;01363;Saint-Jean-le-Vieux;SAINT-JEAN-LE-VIEUX;01640;1274;1450
82;01;2;29;01364;Saint-Jean-sur-Reyssouze;SAINT-JEAN-SUR-REYSSOUZE;01560;541;579
82;01;2;27;01365;Saint-Jean-sur-Veyle;SAINT-JEAN-SUR-VEYLE;01290;926;958
82;01;1;17;01366;Sainte-Julie;SAINTE-JULIE;01150;529;535
82;01;2;29;01367;Saint-Julien-sur-Reyssouze;SAINT-JULIEN-SUR-REYSSOUZE;01560;532;514
82;01;2;10;01368;Saint-Julien-sur-Veyle;SAINT-JULIEN-SUR-VEYLE;01540;522;527
82;01;2;39;01369;Saint-Just;SAINT-JUST;01250;614;789
82;01;2;02;01370;Saint-Laurent-sur-Saône;SAINT-LAURENT-SUR-SAONE;01750;1710;1655
82;01;2;35;01371;Saint-Marcel;SAINT-MARCEL;01390;786;1059
82;01;1;36;01372;Saint-Martin-de-Bavel;SAINT-MARTIN-DE-BAVEL;01510;327;332
82;01;4;22;01373;Saint-Martin-du-Frêne;SAINT-MARTIN-DU-FRENE;01430;971;1050
82;01;2;25;01374;Saint-Martin-du-Mont;SAINT-MARTIN-DU-MONT;01160;1179;1302
82;01;2;21;01375;Saint-Martin-le-Châtel;SAINT-MARTIN-LE-CHATEL;01310;555;652
82;01;2;40;01376;Saint-Maurice-de-Beynost;SAINT-MAURICE-DE-BEYNOST;01700;3468;4020
82;01;2;19;01378;Saint-Maurice-de-Gourdans;SAINT-MAURICE-DE-GOURDANS;01800;1575;1949
82;01;1;01;01379;Saint-Maurice-de-Rémens;SAINT-MAURICE-DE-REMENS;01500;613;604
82;01;2;29;01380;Saint-Nizier-le-Bouchoux;SAINT-NIZIER-LE-BOUCHOUX;01560;625;546
82;01;2;08;01381;Saint-Nizier-le-Désert;SAINT-NIZIER-LE-DESERT;01320;484;489
82;01;2;30;01382;Sainte-Olive;SAINTE-OLIVE;01330;196;253
82;01;2;35;01383;Saint-Paul-de-Varax;SAINT-PAUL-DE-VARAX;01240;1081;1187
82;01;1;28;01384;Saint-Rambert-en-Bugey;SAINT-RAMBERT-EN-BUGEY;01230;2112;2065
82;01;2;39;01385;Saint-Rémy;SAINT-REMY;01310;668;813
82;01;1;17;01386;Saint-Sorlin-en-Bugey;SAINT-SORLIN-EN-BUGEY;01150;832;939
82;01;2;21;01387;Saint-Sulpice;SAINT-SULPICE;01340;102;103
82;01;2;29;01388;Saint-Trivier-de-Courtes;SAINT-TRIVIER-DE-COURTES;01560;1064;935
82;01;2;30;01389;Saint-Trivier-sur-Moignans;SAINT-TRIVIER-SUR-MOIGNANS;01990;1471;1537
82;01;1;17;01390;Saint-Vulbas;SAINT-VULBAS;01150;710;804
82;01;2;11;01391;Salavre;SALAVRE;01270;246;285
82;01;4;16;01392;Samognat;SAMOGNAT;01580;285;422
82;01;2;10;01393;Sandrans;SANDRANS;01400;346;416
82;01;1;17;01396;Sault-Brénaz;SAULT-BRENAZ;01150;1014;973
82;01;3;13;01397;Sauverny;SAUVERNY;01220;1067;1015
82;01;2;30;01398;Savigneux;SAVIGNEUX;01480;792;875
82;01;3;14;01399;Ségny;SEGNY;01170;1211;1348
82;01;1;18;01400;Seillonnaz;SEILLONNAZ;01470;120;123
82;01;3;13;01401;Sergy;SERGY;01630;1201;1247
82;01;2;26;01402;Sermoyer;SERMOYER;01190;522;545
82;01;1;18;01403;Serrières-de-Briord;SERRIERES-DE-BRIORD;01470;834;960
82;01;4;16;01404;Serrières-sur-Ain;SERRIERES-SUR-AIN;01450;71;79
82;01;2;39;01405;Servas;SERVAS;01960;879;914
82;01;2;29;01406;Servignat;SERVIGNAT;01560;136;135
82;01;1;31;01407;Seyssel;SEYSSEL;01420;817;801
