C_Reg;C_Dpt;C_Arr;C_Cant;C_Com;N_Com_min;N_Com_maj;Cp;Pop90;Pop99
52;85;3;16;85099;Girouard (Le);GIROUARD (LE);85150;466;533
52;85;3;26;85100;Givrand;GIVRAND;85800;940;1309
52;85;3;17;85101;Givre (Le);GIVRE (LE);85540;265;273
52;85;3;19;85102;Grand'Landes;GRAND'LANDES;85670;407;381
52;85;3;30;85103;Grosbreuil;GROSBREUIL;85440;1091;1257
52;85;1;11;85104;Grues;GRUES;85580;718;758
52;85;1;02;85105;Gué-de-Velluire (Le);GUE-DE-VELLUIRE (LE);85770;435;467
52;85;3;18;85106;Guérinière (La);GUERINIERE (LA);85680;1402;1486
52;85;2;14;85107;Guyonnière (La);GUYONNIERE (LA);85600;1983;2343
52;85;2;22;85108;Herbergement (L');HERBERGEMENT (L');85260;1706;1896
52;85;2;08;85109;Herbiers (Les);HERBIERS (LES);85500;13413;13932
52;85;1;09;85110;Hermenault (L');HERMENAULT (L');85570;855;843
52;85;1;02;85111;Île-d'Elle (L');ILE-D'ELLE (L');85770;1352;1359
52;85;3;24;85112;Île-d'Olonne (L');ILE-D'OLONNE (L');85340;1457;1820
52;85;3;10;85113;Île-d'Yeu (L');ILE-D'YEU (L');85350;4941;4788
52;85;3;30;85114;Jard-sur-Mer;JARD-SUR-MER;85520;1817;2235
52;85;1;27;85115;Jaudonnière (La);JAUDONNIERE (LA);85110;516;545
52;85;3;17;85116;Jonchère (La);JONCHERE (LA);85540;238;296
52;85;1;11;85117;Lairoux;LAIROUX;85400;514;532
52;85;3;16;85118;Landeronde;LANDERONDE;85150;1613;1817
52;85;2;15;85119;Landes-Genusson (Les);LANDES-GENUSSON (LES);85130;2004;1986
52;85;3;26;85120;Landevieille;LANDEVIEILLE;85220;646;791
52;85;1;07;85121;Langon (Le);LANGON (LE);85370;945;1010
52;85;1;12;85123;Liez;LIEZ;85420;221;225
52;85;1;05;85125;Loge-Fougereuse;LOGE-FOUGEREUSE;85120;341;370
52;85;1;07;85126;Longèves;LONGEVES;85200;897;910
52;85;3;30;85127;Longeville-sur-Mer;LONGEVILLE-SUR-MER;85560;1979;1962
52;85;1;11;85128;Luçon;LUCON;85400;9099;9311
52;85;2;20;85129;Lucs-sur-Boulogne (Les);LUCS-SUR-BOULOGNE (LES);85170;2629;2702
52;85;3;19;85130;Maché;MACHE;85190;899;1094
52;85;1;11;85131;Magnils-Reigniers (Les);MAGNILS-REIGNIERS (LES);85400;1326;1395
52;85;1;12;85132;Maillé;MAILLE;85420;734;689
52;85;1;12;85133;Maillezais;MAILLEZAIS;85420;930;934
52;85;2;15;85134;Mallièvre;MALLIEVRE;85590;277;268
52;85;2;13;85135;Mareuil-sur-Lay-Dissais;MAREUIL-SUR-LAY-DISSAIS;85320;2207;2277
52;85;1;05;85136;Marillet;MARILLET;85240;116;102
52;85;1;09;85137;Marsais-Sainte-Radégonde;MARSAIS-SAINTE-RADEGONDE;85570;473;480
52;85;3;16;85138;Martinet;MARTINET;85150;557;604
52;85;1;12;85139;Mazeau (Le);MAZEAU (LE);85420;463;439
52;85;1;21;85140;Meilleraie-Tillay (La);MEILLERAIE-TILLAY (LA);85700;1504;1499
52;85;1;05;85141;Menomblet;MENOMBLET;85700;684;652
52;85;2;06;85142;Merlatière (La);MERLATIERE (LA);85140;603;646
52;85;1;28;85143;Mervent;MERVENT;85200;1023;1059
52;85;2;08;85144;Mesnard-la-Barotière;MESNARD-LA-BAROTIERE;85500;901;891
52;85;1;21;85145;Monsireigne;MONSIREIGNE;85110;688;740
52;85;2;14;85146;Montaigu;MONTAIGU;85600;4323;4708
52;85;1;21;85147;Montournais;MONTOURNAIS;85700;1717;1714
52;85;1;07;85148;Montreuil;MONTREUIL;85200;598;644
52;85;1;02;85149;Moreilles;MOREILLES;85450;224;219
52;85;2;22;85150;Mormaison;MORMAISON;85260;820;853
52;85;2;15;85151;Mortagne-sur-Sèvre;MORTAGNE-SUR-SEVRE;85290;5724;5938
52;85;3;16;85152;Mothe-Achard (La);MOTHE-ACHARD (LA);85150;1918;2050
52;85;2;08;85153;Mouchamps;MOUCHAMPS;85640;2398;2443
52;85;1;05;85154;Mouilleron-en-Pareds;MOUILLERON-EN-PAREDS;85390;1184;1177
52;85;2;23;85155;Mouilleron-le-Captif;MOUILLERON-LE-CAPTIF;85000;3238;3493
52;85;3;17;85156;Moutiers-les-Mauxfaits;MOUTIERS-LES-MAUXFAITS;85540;1348;1419
52;85;2;13;85157;Moutiers-sur-le-Lay;MOUTIERS-SUR-LE-LAY;85320;601;541
52;85;1;09;85158;Mouzeuil-Saint-Martin;MOUZEUIL-SAINT-MARTIN;85370;1005;1101
52;85;1;09;85159;Nalliers;NALLIERS;85370;1763;1880
52;85;2;31;85160;Nesmy;NESMY;85310;1963;1976
52;85;3;16;85161;Nieul-le-Dolent;NIEUL-LE-DOLENT;85430;1714;1855
52;85;1;28;85162;Nieul-sur-l'Autise;NIEUL-SUR-L'AUTISE;85240;943;985
52;85;3;18;85163;Noirmoutier-en-l'Île;NOIRMOUTIER-EN-L'ILE;85330;4846;5001
52;85;3;29;85164;Notre-Dame-de-Monts;NOTRE-DAME-DE-MONTS;85690;1333;1528
52;85;2;06;85165;Oie (L');OIE (L');85140;852;835
52;85;3;24;85166;Olonne-sur-Mer;OLONNE-SUR-MER;85340;8546;10060
52;85;1;07;85167;Orbrie (L');ORBRIE (L');85200;700;774
52;85;1;28;85168;Oulmes;OULMES;85420;591;639
52;85;3;19;85169;Palluau;PALLUAU;85670;623;659
52;85;2;13;85171;Péault;PEAULT;85320;361;430
52;85;3;29;85172;Perrier (Le);PERRIER (LE);85300;1532;1506
52;85;1;09;85174;Petosse;PETOSSE;85570;432;444
52;85;2;13;85175;Pineaux (Les);PINEAUX (LES);85320;421;448
52;85;1;07;85176;Pissotte;PISSOTTE;85200;1090;1101
52;85;1;07;85177;Poiré-sur-Velluire (Le);POIRE-SUR-VELLUIRE (LE);85770;666;633
52;85;2;20;85178;Poiré-sur-Vie (Le);POIRE-SUR-VIE (LE);85170;5326;5786
52;85;3;30;85179;Poiroux;POIROUX;85440;585;621
52;85;1;21;85180;Pommeraie-sur-Sèvre (La);POMMERAIE-SUR-SEVRE (LA);85700;964;933
52;85;1;09;85181;Pouillé;POUILLE;85570;505;502
52;85;1;21;85182;Pouzauges;POUZAUGES;85700;5473;5385
52;85;1;28;85184;Puy-de-Serre;PUY-DE-SERRE;85240;349;320
52;85;1;02;85185;Puyravault;PUYRAVAULT;85450;438;531
52;85;2;25;85186;Rabatelière (La);RABATELIERE (LA);85250;708;689
52;85;1;21;85187;Réaumur;REAUMUR;85700;736;746
52;85;1;27;85188;Réorthe (La);REORTHE (LA);85210;829;817
52;85;3;26;85189;Notre-Dame-de-Riez;NOTRE-DAME-DE-RIEZ;85270;957;1211
52;85;2;22;85190;Rocheservière;ROCHESERVIERE;85620;2245;2241
52;85;2;99;85191;Roche-sur-Yon (La);ROCHE-SUR-YON (LA);85000;45219;49262
52;85;2;04;85192;Rochetrejoux;ROCHETREJOUX;85510;766;736
52;85;2;13;85193;Rosnay;ROSNAY;85320;451;427
52;85;3;24;85194;Sables-d'Olonne (Les);SABLES-D'OLONNE (LES);85100;15830;15532
52;85;2;25;85196;Saint-André-Goule-d'Oie;SAINT-ANDRE-GOULE-D'OIE;85250;1353;1307
52;85;2;22;85197;Saint-André-Treize-Voies;SAINT-ANDRE-TREIZE-VOIES;85260;895;952
52;85;2;15;85198;Saint-Aubin-des-Ormeaux;SAINT-AUBIN-DES-ORMEAUX;85130;1027;1150
52;85;1;27;85199;Saint-Aubin-la-Plaine;SAINT-AUBIN-LA-PLAINE;85210;292;304
52;85;3;17;85200;Saint-Avaugourd-des-Landes;SAINT-AVAUGOURD-DES-LANDES;85540;590;656
52;85;3;17;85201;Saint-Benoist-sur-Mer;SAINT-BENOIST-SUR-MER;85540;283;319
52;85;2;06;85202;Sainte-Cécile;SAINTE-CECILE;85110;1179;1219
52;85;3;19;85204;Saint-Christophe-du-Ligneron;SAINT-CHRISTOPHE-DU-LIGNERON;85670;1434;1630
52;85;1;09;85205;Saint-Cyr-des-Gâts;SAINT-CYR-DES-GATS;85410;500;464
52;85;3;17;85206;Saint-Cyr-en-Talmondais;SAINT-CYR-EN-TALMONDAIS;85540;274;301
52;85;1;11;85207;Saint-Denis-du-Payré;SAINT-DENIS-DU-PAYRE;85580;387;338
52;85;2;20;85208;Saint-Denis-la-Chevasse;SAINT-DENIS-LA-CHEVASSE;85170;1543;1665
52;85;1;27;85209;Saint-Étienne-de-Brillouet;SAINT-ETIENNE-DE-BRILLOUET;85210;357;372
52;85;3;19;85210;Saint-Étienne-du-Bois;SAINT-ETIENNE-DU-BOIS;85670;1416;1451
52;85;3;16;85211;Sainte-Flaive-des-Loups;SAINTE-FLAIVE-DES-LOUPS;85150;1556;1579
52;85;2;06;85212;Sainte-Florence;SAINTE-FLORENCE;85140;730;857
52;85;2;31;85213;Saint-Florent-des-Bois;SAINT-FLORENT-DES-BOIS;85310;2230;2364
52;85;3;24;85214;Sainte-Foy;SAINTE-FOY;85150;823;1357
52;85;2;25;85215;Saint-Fulgent;SAINT-FULGENT;85250;2932;3077
52;85;1;11;85216;Sainte-Gemme-la-Plaine;SAINTE-GEMME-LA-PLAINE;85400;1350;1574
52;85;2;14;85217;Saint-Georges-de-Montaigu;SAINT-GEORGES-DE-MONTAIGU;85600;2769;3176
52;85;3;16;85218;Saint-Georges-de-Pointindoux;SAINT-GEORGES-DE-POINTINDOUX;85150;1092;1129
52;85;1;05;85219;Saint-Germain-l'Aiguiller;SAINT-GERMAIN-L'AIGUILLER;85390;316;309
52;85;2;04;85220;Saint-Germain-de-Prinçay;SAINT-GERMAIN-DE-PRINCAY;85110;1388;1368
52;85;3;01;85221;Saint-Gervais;SAINT-GERVAIS;85230;1546;1648
52;85;3;26;85222;Saint-Gilles-Croix-de-Vie;SAINT-GILLES-CROIX-DE-VIE;85800;6296;6797
52;85;1;27;85223;Sainte-Hermine;SAINTE-HERMINE;85210;2285;2256
52;85;2;14;85224;Saint-Hilaire-de-Loulay;SAINT-HILAIRE-DE-LOULAY;85600;3238;3569
52;85;3;26;85226;Saint-Hilaire-de-Riez;SAINT-HILAIRE-DE-RIEZ;85270;7416;8761
52;85;1;28;85227;Saint-Hilaire-des-Loges;SAINT-HILAIRE-DES-LOGES;85240;1742;1840
52;85;1;05;85229;Saint-Hilaire-de-Voust;SAINT-HILAIRE-DE-VOUST;85120;666;638
52;85;3;30;85231;Saint-Hilaire-la-Forêt;SAINT-HILAIRE-LA-FORET;85440;363;423
52;85;2;04;85232;Saint-Hilaire-le-Vouhis;SAINT-HILAIRE-LE-VOUHIS;85480;819;763
52;85;1;27;85233;Saint-Jean-de-Beugné;SAINT-JEAN-DE-BEUGNE;85210;388;417
52;85;3;29;85234;Saint-Jean-de-Monts;SAINT-JEAN-DE-MONTS;85160;5959;6886
52;85;1;27;85235;Saint-Juire-Champgillon;SAINT-JUIRE-CHAMPGILLON;85210;436;447
52;85;3;16;85236;Saint-Julien-des-Landes;SAINT-JULIEN-DES-LANDES;85150;1075;1105
52;85;1;09;85237;Saint-Laurent-de-la-Salle;SAINT-LAURENT-DE-LA-SALLE;85410;378;345
52;85;2;15;85238;Saint-Laurent-sur-Sèvre;SAINT-LAURENT-SUR-SEVRE;85290;3247;3307
52;85;3;26;85239;Saint-Maixent-sur-Vie;SAINT-MAIXENT-SUR-VIE;85220;453;515
52;85;2;15;85240;Saint-Malô-du-Bois;SAINT-MALO-DU-BOIS;85590;1085;1189
52;85;2;08;85242;Saint-Mars-la-Réorthe;SAINT-MARS-LA-REORTHE;85590;797;760
52;85;3;26;85243;Brem-sur-Mer;BREM-SUR-MER;85470;1709;2054
52;85;1;28;85244;Saint-Martin-de-Fraigneau;SAINT-MARTIN-DE-FRAIGNEAU;85200;697;787
52;85;1;09;85245;Saint-Martin-des-Fontaines;SAINT-MARTIN-DES-FONTAINES;85570;191;206
52;85;2;06;85246;Saint-Martin-des-Noyers;SAINT-MARTIN-DES-NOYERS;85140;1953;2003
52;85;2;15;85247;Saint-Martin-des-Tilleuls;SAINT-MARTIN-DES-TILLEULS;85130;719;758
52;85;1;27;85248;Saint-Martin-Lars-en-Sainte-Hermine;SAINT-MARTIN-LARS-EN-SAINTE-HERMINE;85210;425;403
52;85;3;16;85250;Saint-Mathurin;SAINT-MATHURIN;85150;1137;1256
52;85;1;05;85251;Saint-Maurice-des-Noues;SAINT-MAURICE-DES-NOUES;85120;611;572
52;85;1;05;85252;Saint-Maurice-le-Girard;SAINT-MAURICE-LE-GIRARD;85390;522;532
52;85;1;21;85254;Saint-Mesmin;SAINT-MESMIN;85700;1811;1747
52;85;1;11;85255;Saint-Michel-en-l'Herm;SAINT-MICHEL-EN-L'HERM;85580;1999;1931
52;85;1;28;85256;Saint-Michel-le-Cloucq;SAINT-MICHEL-LE-CLOUCQ;85200;1272;1206
52;85;1;21;85257;Saint-Michel-Mont-Mercure;SAINT-MICHEL-MONT-MERCURE;85700;1798;1729
52;85;2;08;85259;Saint-Paul-en-Pareds;SAINT-PAUL-EN-PAREDS;85500;832;926
52;85;3;19;85260;Saint-Paul-Mont-Penit;SAINT-PAUL-MONT-PENIT;85670;504;488
52;85;2;13;85261;Sainte-Pexine;SAINTE-PEXINE;85320;232;217
52;85;2;22;85262;Saint-Philbert-de-Bouaine;SAINT-PHILBERT-DE-BOUAINE;85660;2105;2255
52;85;1;05;85264;Saint-Pierre-du-Chemin;SAINT-PIERRE-DU-CHEMIN;85120;1402;1404
52;85;1;12;85265;Saint-Pierre-le-Vieux;SAINT-PIERRE-LE-VIEUX;85420;863;881
52;85;2;04;85266;Saint-Prouant;SAINT-PROUANT;85110;1240;1305
52;85;1;02;85267;Sainte-Radégonde-des-Noyers;SAINTE-RADEGONDE-DES-NOYERS;85450;662;704
52;85;3;26;85268;Saint-Révérend;SAINT-REVEREND;85220;812;910
52;85;1;12;85269;Saint-Sigismond;SAINT-SIGISMOND;85420;361;365
52;85;1;05;85271;Saint-Sulpice-en-Pareds;SAINT-SULPICE-EN-PAREDS;85410;378;381
52;85;2;22;85272;Saint-Sulpice-le-Verdon;SAINT-SULPICE-LE-VERDON;85260;592;609
52;85;3;01;85273;Saint-Urbain;SAINT-URBAIN;85230;621;770
52;85;1;09;85274;Saint-Valérien;SAINT-VALERIEN;85570;443;444
52;85;2;04;85276;Saint-Vincent-Sterlanges;SAINT-VINCENT-STERLANGES;85110;550;607
52;85;3;17;85277;Saint-Vincent-sur-Graon;SAINT-VINCENT-SUR-GRAON;85540;1031;1062
52;85;3;30;85278;Saint-Vincent-sur-Jard;SAINT-VINCENT-SUR-JARD;85520;658;871
52;85;2;20;85279;Saligny;SALIGNY;85170;1033;1185
52;85;3;03;85280;Sallertaine;SALLERTAINE;85300;2245;2235
52;85;1;09;85281;Sérigné;SERIGNE;85200;877;928
52;85;2;04;85282;Sigournais;SIGOURNAIS;85110;789;812
52;85;3;29;85284;Soullans;SOULLANS;85300;3045;3425
52;85;2;31;85285;Tablier (Le);TABLIER (LE);85310;393;468
52;85;1;02;85286;Taillée (La);TAILLEE (LA);85450;404;436
52;85;1;21;85287;Tallud-Sainte-Gemme;TALLUD-SAINTE-GEMME;85390;351;376
52;85;3;30;85288;Talmont-Saint-Hilaire;TALMONT-SAINT-HILAIRE;85440;4409;5363
52;85;1;05;85289;Tardière (La);TARDIERE (LA);85120;1335;1182
52;85;1;27;85290;Thiré;THIRE;85210;446;418
52;85;2;31;85291;Thorigny;THORIGNY;85480;828;881
52;85;1;05;85292;Thouarsais-Bouildroux;THOUARSAIS-BOUILDROUX;85410;675;643
52;85;2;15;85293;Tiffauges;TIFFAUGES;85130;1208;1328
52;85;3;17;85294;Tranche-sur-Mer (La);TRANCHE-SUR-MER (LA);85360;2065;2510
52;85;2;14;85295;Treize-Septiers;TREIZE-SEPTIERS;85600;2126;2372
52;85;2;15;85296;Treize-Vents;TREIZE-VENTS;85590;1024;956
52;85;1;11;85297;Triaize;TRIAIZE;85580;1027;956
52;85;3;24;85298;Vairé;VAIRE;85150;942;1002
52;85;1;07;85299;Velluire;VELLUIRE;85770;514;508
52;85;2;23;85300;Venansault;VENANSAULT;85190;3163;3527
52;85;2;08;85301;Vendrennes;VENDRENNES;85250;989;1071
52;85;2;15;85302;Verrie (La);VERRIE (LA);85130;3497;3539
52;85;1;12;85303;Vix;VIX;85770;1670;1572
52;85;1;02;85304;Vouillé-les-Marais;VOUILLE-LES-MARAIS;85450;528;529
52;85;1;05;85305;Vouvant;VOUVANT;85120;829;867
52;85;1;28;85306;Xanton-Chassenon;XANTON-CHASSENON;85240;691;651
52;85;3;17;85307;Faute-sur-Mer (La);FAUTE-SUR-MER (LA);85460;885;905
54;86;2;09;86001;Adriers;ADRIERS;86430;833;797
54;86;3;15;86002;Amberre;AMBERRE;86110;370;424
54;86;2;06;86003;Anché;ANCHE;86700;283;282
54;86;2;25;86004;Angles-sur-l'Anglin;ANGLES-SUR-L'ANGLIN;86260;424;365
54;86;1;16;86005;Angliers;ANGLIERS;86330;619;666
54;86;2;25;86006;Antigny;ANTIGNY;86310;607;598
54;86;1;10;86007;Antran;ANTRAN;86100;978;1060
54;86;1;12;86008;Arçay;ARCAY;86200;419;406
54;86;1;31;86009;Archigny;ARCHIGNY;86210;992;987
54;86;3;28;86010;Aslonnes;ASLONNES;86340;700;890
54;86;2;09;86011;Asnières-sur-Blour;ASNIERES-SUR-BLOUR;86430;225;191
54;86;2;02;86012;Asnois;ASNOIS;86250;183;151
54;86;1;16;86013;Aulnay;AULNAY;86330;151;133
54;86;1;31;86014;Availles-en-Châtellerault;AVAILLES-EN-CHATELLERAULT;86530;1175;1226
54;86;2;01;86015;Availles-Limouzine;AVAILLES-LIMOUZINE;86460;1324;1309
54;86;3;19;86016;Avanton;AVANTON;86170;1164;1414
54;86;3;30;86017;Ayron;AYRON;86190;899;991
54;86;1;12;86018;Basses;BASSES;86200;364;371
54;86;1;31;86019;Beaumont;BEAUMONT;86490;1585;1625
54;86;1;31;86020;Bellefonds;BELLEFONDS;86210;222;209
54;86;3;30;86021;Benassay;BENASSAY;86470;704;789
54;86;1;27;86022;Berrie;BERRIE;86120;264;266
54;86;1;18;86023;Berthegon;BERTHEGON;86420;283;297
54;86;3;30;86024;Béruges;BERUGES;86190;1050;1103
54;86;2;25;86025;Béthines;BETHINES;86310;541;512
54;86;1;12;86026;Beuxes;BEUXES;86120;420;481
54;86;3;36;86027;Biard;BIARD;86580;1264;1501
54;86;3;24;86028;Bignoux;BIGNOUX;86800;800;989
54;86;2;05;86029;Blanzay;BLANZAY;86400;804;798
54;86;3;19;86030;Blaslay;BLASLAY;86170;403;452
54;86;3;24;86031;Bonnes;BONNES;86300;1290;1475
54;86;1;31;86032;Bonneuil-Matours;BONNEUIL-MATOURS;86210;1642;1708
54;86;2;14;86034;Bouresse;BOURESSE;86410;651;628
54;86;2;17;86035;Bourg-Archambault;BOURG-ARCHAMBAULT;86390;201;194
54;86;1;27;86036;Bournand;BOURNAND;86120;645;641
54;86;2;26;86037;Brigueil-le-Chantre;BRIGUEIL-LE-CHANTRE;86290;674;595
54;86;2;08;86038;Brion;BRION;86160;197;203
54;86;2;06;86039;Brux;BRUX;86510;693;670
54;86;2;25;86040;Bussière (La);BUSSIERE (LA);86310;395;350
54;86;3;22;86041;Buxerolles;BUXEROLLES;86180;6337;8787
54;86;1;07;86042;Buxeuil;BUXEUIL;37160;896;900
54;86;2;06;86043;Ceaux-en-Couhé;CEAUX-EN-COUHE;86700;461;493
54;86;1;12;86044;Ceaux-en-Loudun;CEAUX-EN-LOUDUN;86200;596;579
54;86;3;13;86045;Celle-Lévescault;CELLE-LEVESCAULT;86600;1078;1060
54;86;1;31;86046;Cenon-sur-Vienne;CENON-SUR-VIENNE;86530;1620;1900
54;86;1;11;86047;Cernay;CERNAY;86140;347;384
54;86;3;19;86048;Chabournay;CHABOURNAY;86380;689;725
54;86;1;12;86049;Chalais;CHALAIS;86200;603;553
54;86;3;30;86050;Chalandray;CHALANDRAY;86190;670;671
54;86;2;05;86051;Champagné-le-Sec;CHAMPAGNE-LE-SEC;86510;208;201
54;86;2;08;86052;Champagné-Saint-Hilaire;CHAMPAGNE-SAINT-HILAIRE;86160;855;821
54;86;3;15;86053;Champigny-le-Sec;CHAMPIGNY-LE-SEC;86170;796;800
54;86;2;05;86054;Champniers;CHAMPNIERS;86400;400;348
54;86;2;02;86055;Chapelle-Bâton (La);CHAPELLE-BATON (LA);86250;487;390
54;86;3;30;86056;Chapelle-Montreuil (La);CHAPELLE-MONTREUIL (LA);86470;500;565
54;86;3;24;86058;Chapelle-Moulière (La);CHAPELLE-MOULIERE (LA);86210;425;513
54;86;2;04;86059;Chapelle-Viviers;CHAPELLE-VIVIERS;86300;413;408
54;86;3;19;86060;Charrais;CHARRAIS;86170;621;674
54;86;2;02;86061;Charroux;CHARROUX;86250;1428;1320
54;86;3;37;86062;Chasseneuil-du-Poitou;CHASSENEUIL-DU-POITOU;86360;3002;3845
54;86;2;02;86063;Chatain;CHATAIN;86250;359;327
54;86;2;08;86064;Château-Garnier;CHATEAU-GARNIER;86350;660;600
54;86;3;29;86065;Château-Larcher;CHATEAU-LARCHER;86370;820;818
54;86;1;99;86066;Châtellerault;CHATELLERAULT;86100;34678;34126
54;86;2;06;86067;Châtillon;CHATILLON;86700;102;119
54;86;2;06;86068;Chaunay;CHAUNAY;86510;1174;1180
54;86;1;16;86069;Chaussée (La);CHAUSSEE (LA);86330;193;179
54;86;2;04;86070;Chauvigny;CHAUVIGNY;86300;6658;7025
54;86;3;19;86071;Cheneché;CHENECHE;86380;282;285
54;86;1;20;86072;Chenevelles;CHENEVELLES;86450;393;406
54;86;3;15;86073;Cherves;CHERVES;86170;516;500
54;86;3;30;86074;Chiré-en-Montreuil;CHIRE-EN-MONTREUIL;86190;656;804
54;86;1;18;86075;Chouppes;CHOUPPES;86110;740;693
54;86;3;19;86076;Cissé;CISSE;86170;1858;1977
54;86;2;14;86077;Civaux;CIVAUX;86320;682;851
54;86;2;05;86078;Civray;CIVRAY;86400;2814;2638
54;86;1;12;86079;Roche-Rigault (La);ROCHE-RIGAULT (LA);86200;557;506
54;86;3;13;86080;Cloué;CLOUE;86600;396;446
54;86;1;38;86081;Colombiers;COLOMBIERS;86490;1286;1274
54;86;2;06;86082;Couhé;COUHE;86700;1734;1783
54;86;3;13;86083;Coulombiers;COULOMBIERS;86600;962;1017
54;86;2;26;86084;Coulonges;COULONGES;86290;313;256
54;86;1;18;86085;Coussay;COUSSAY;86110;264;265
54;86;1;20;86086;Coussay-les-Bois;COUSSAY-LES-BOIS;86270;779;803
54;86;1;16;86087;Craon;CRAON;86110;213;196
54;86;3;35;86088;Croutelle;CROUTELLE;86240;448;649
54;86;3;15;86089;Cuhon;CUHON;86110;352;343
54;86;1;27;86090;Curçay-sur-Dive;CURCAY-SUR-DIVE;86120;257;217
54;86;3;13;86091;Curzay-sur-Vonne;CURZAY-SUR-VONNE;86600;460;426
54;86;1;07;86092;Dangé-Saint-Romain;DANGE-SAINT-ROMAIN;86220;3150;3135
54;86;1;18;86093;Dercé;DERCE;86420;188;170
54;86;3;28;86094;Dienné;DIENNE;86410;339;388
54;86;3;23;86095;Dissay;DISSAY;86130;2498;2634
54;86;1;11;86096;Doussay;DOUSSAY;86140;565;537
54;86;2;08;86097;Ferrière-Airoux (La);FERRIERE-AIROUX (LA);86160;281;293
54;86;2;04;86098;Fleix;FLEIX;86300;129;151
54;86;3;28;86099;Fleuré;FLEURE;86340;745;802
54;86;3;35;86100;Fontaine-le-Comte;FONTAINE-LE-COMTE;86240;2730;3113
54;86;3;30;86102;Frozes;FROZES;86190;327;372
54;86;2;08;86103;Gençay;GENCAY;86160;1580;1601
54;86;2;02;86104;Genouillé;GENOUILLE;86250;537;511
54;86;3;28;86105;Gizay;GIZAY;86340;328;370
54;86;1;27;86106;Glénouze;GLENOUZE;86200;114;110
54;86;2;14;86107;Gouex;GOUEX;86320;513;513
54;86;1;16;86108;Grimaudière (La);GRIMAUDIERE (LA);86330;459;402
54;86;1;18;86109;Guesnes;GUESNES;86420;245;262
54;86;2;26;86110;Haims;HAIMS;86310;226;233
54;86;1;07;86111;Ingrandes;INGRANDES;86220;1765;1723
54;86;2;09;86112;Isle-Jourdain (L');ISLE-JOURDAIN (L');86150;1269;1287
54;86;3;29;86113;Iteuil;ITEUIL;86240;2679;2814
54;86;3;24;86114;Jardres;JARDRES;86800;831;906
54;86;3;23;86115;Jaunay-Clan;JAUNAY-CLAN;86130;4928;5636
54;86;3;13;86116;Jazeneuil;JAZENEUIL;86600;694;764
54;86;2;17;86117;Jouhet;JOUHET;86500;476;452
54;86;2;26;86118;Journet;JOURNET;86290;412;398
54;86;2;02;86119;Joussé;JOUSSE;86350;407;413
54;86;2;17;86120;Lathus-Saint-Rémy;LATHUS-SAINT-REMY;86390;1345;1258
54;86;3;30;86121;Latillé;LATILLE;86190;1305;1355
54;86;2;04;86122;Lauthiers;LAUTHIERS;86300;66;71
54;86;3;30;86123;Lavausseau;LAVAUSSEAU;86470;715;702
54;86;3;24;86124;Lavoux;LAVOUX;86800;881;1008
54;86;1;20;86125;Leigné-les-Bois;LEIGNE-LES-BOIS;86450;500;465
54;86;2;04;86126;Leignes-sur-Fontaine;LEIGNES-SUR-FONTAINE;86300;467;513
54;86;1;10;86127;Leigné-sur-Usseau;LEIGNE-SUR-USSEAU;86230;384;413
54;86;1;11;86128;Lencloître;LENCLOITRE;86140;2222;2253
54;86;1;20;86129;Lésigny;LESIGNY;86270;516;520
54;86;1;07;86130;Leugny;LEUGNY;86220;362;398
54;86;2;14;86131;Lhommaizé;LHOMMAIZE;86410;686;761
54;86;2;26;86132;Liglet;LIGLET;86290;359;348
54;86;3;35;86133;Ligugé;LIGUGE;86240;2771;2817
54;86;2;05;86134;Linazay;LINAZAY;86400;192;194
54;86;3;24;86135;Liniers;LINIERS;86800;472;486
54;86;2;05;86136;Lizant;LIZANT;86400;508;443
54;86;1;12;86137;Loudun;LOUDUN;86200;7854;7704
54;86;2;09;86138;Luchapt;LUCHAPT;86430;317;289
54;86;3;13;86139;Lusignan;LUSIGNAN;86600;2749;2677
54;86;2;14;86140;Lussac-les-Châteaux;LUSSAC-LES-CHATEAUX;86320;2297;2532
54;86;2;08;86141;Magné;MAGNE;86160;510;504
54;86;3;30;86142;Maillé;MAILLE;86190;404;427
54;86;1;20;86143;Mairé;MAIRE;86270;174;167
54;86;3;15;86144;Maisonneuve;MAISONNEUVE;86170;291;273
54;86;3;29;86145;Marçay;MARCAY;86370;602;695
54;86;3;19;86146;Marigny-Brizay;MARIGNY-BRIZAY;86380;1026;969
54;86;3;29;86147;Marigny-Chemereau;MARIGNY-CHEMEREAU;86370;358;417
54;86;3;29;86148;Marnay;MARNAY;86160;501;531
54;86;1;16;86149;Martaizé;MARTAIZE;86330;433;389
54;86;3;15;86150;Massognes;MASSOGNES;86170;208;228
54;86;1;12;86151;Maulay;MAULAY;86200;212;189
54;86;2;01;86152;Mauprévoir;MAUPREVOIR;86460;740;650
54;86;2;14;86153;Mazerolles;MAZEROLLES;86320;697;763
54;86;1;16;86154;Mazeuil;MAZEUIL;86110;273;254
54;86;1;12;86156;Messemé;MESSEME;86200;205;206
54;86;3;33;86157;Mignaloux-Beauvoir;MIGNALOUX-BEAUVOIR;86550;2357;3341
54;86;3;21;86158;Migné-Auxances;MIGNE-AUXANCES;86440;5000;5805
54;86;2;09;86159;Millac;MILLAC;86150;579;588
54;86;3;15;86160;Mirebeau;MIREBEAU;86110;2299;2254
